,Unnamed: 0,avalanche_obs,comment,documents,group_activity,id,location,location_coords,location_coords_type,location_desc,location_elevation,location_province,num_fatal,num_injured,num_involved,ob_date,snowpack_comment,snowpack_obs,weather_comment,weather_obs,alt_coord
204,204,"[{'observation_date': '1998-01-10 14:30', 'size': '2.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'SW', 'elevation': 2255, 'slab_width': 40, 'slab_thickness': 7}]",Highmarking snowmobiler triggered a slide. A second avalanche was triggered about 25m above sledder.,"[{'title': 'RCMP Press Release', 'source': 'RCMP Castlegar', 'url': '/public/legacy_doc/95ca9e1c-5ab1-4c97-acf0-843dfcd17d3a/980113_RCMPPressRelease.pdf', 'date': ['1998-01-13']}]",Snowmobiling,8f8d0405-aeaf-44e8-9eb1-b999dff90be8,Ladybird Bowl,"[440094.0, 5482471.0]",UTM 11 NAD83,"aka Play Pen, Ladybird Bowl, in Norn Cr. Divide near 20 km W of Casltlegar, BC",,BC,1,,1.0,1998-01-10,failure just under November CR in facet layer.,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}","Wx generally stable, between 1998-01-08 and -10. Colder temps, isolated flurries with light ppt, sunny breaks. This followed a major storm period from Jan 4-7th.","{'temp_present': -16, 'temp_max': -14, 'temp_min': -16, 'temp_trend': '', 'wind_speed': 'C', 'wind_dir': '', 'sky': 'SCT', 'precip': 'Nil'}","[None, None]"
205,205,"[{'observation_date': '1998-01-02 12:00', 'size': '3.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'S', 'elevation': 2590, 'slab_width': 500, 'slab_thickness': 100}]",,"[{'title': 'In the Path of an Avalanche', 'source': 'Vivien Browers', 'url': '/public/legacy_doc/076c7b25-9201-4f42-8e88-04c64b71b171/'}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/c9de9d81-2228-4452-a24e-9f7f4dcdd696/AlpineClubOfCanadaWriteup.pdf'}]",Backcountry Skiing,ade5ec01-7e0f-4d8e-8862-41a1015ce7d6,Kokanee Glacier Park,"[-117.089721679688, 49.8288917541504]",LatLon,"Silver Spray area, Clover Basin near cabin",,BC,6,,,1998-01-02,Also sympathetic of Na at the same time or shortly after.,"{'hs': None, 'hn24': 31.0, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}","[-117.133333, 49.783333]"
206,206,"[{'observation_date': '1998-01-02 15:00', 'size': '2.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 2280, 'slab_width': 300, 'slab_thickness': 100}]",,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/717edfac-3769-45c6-86b6-a6d48b38c3f8/AlpineClubOfCanadaWriteup.pdf'}]",Backcountry Skiing,97799ab3-645b-497b-893b-31d339e0e818,Mount Alwin,"[478491.0, 5523493.0]",UTM 11 NAD83,"Maurier Creek Drainage S of New Denver, BC",,BC,2,0.0,2.0,1998-01-02,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
207,207,"[{'observation_date': '1998-01-03 12:00', 'size': '', 'type': '', 'trigger': 'Ma', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]",,[],Snowmobiling,39944c39-a23c-421f-98c0-11e7fedc6f4a,Corbin Creek,"[-114.851829528809, 49.5750389099121]",,"Headwater of Corbin Creek, 16km south of Sparwood, BC",,BC,1,0.0,2.0,1998-01-02,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-114.675, 49.513889]"
208,208,"[{'observation_date': '1997-12-21 12:01', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': 2000, 'slab_width': 200, 'slab_thickness': 100}]","Whole Avalanche Comment Section
***Snowmobile Fatality: No information of value available yet. Occurred 50km SW of Chetwyn, which should put it near Tumbler Ridge. The local RCMP detachment was too overwhelmed by press calls for personelle to get through(will try again tomorrow). Area of accident would be north Rocky Mountains. Fatality occurred 97-12-21.",[],Snowmobiling,87422428-68a9-410e-b821-c3a36edf7244,Hassler Creek,"[562300.0, 6132200.0]",UTM 10 NAD83,60 km SW of Chetwynd,,BC,1,0.0,1.0,1997-12-21,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -4, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': '', 'sky': 'OVC', 'precip': 'S1'}","[None, None]"
209,209,"[{'observation_date': '1997-11-29 12:00', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NW', 'elevation': 2290, 'slab_width': 100, 'slab_thickness': 100}]",snowboard/skiing out of bounds by Fortress Mtn. prior to season opening,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/1eb87872-92b9-43cc-bced-2101642c5f72/AlpineClubOfCanadaWriteup.pdf'}]",Out-of-Bounds Skiing,969c0241-709b-4a68-901e-b9143c433565,outside Fortress Mtn Ski Area,"[626127.0, 5630891.0]",UTM 11 NAD83,"Kananaskis Country, Fortress ski area o/b",,AB,4,,3.0,1997-11-29,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
210,210,"[{'observation_date': '1997-07-14 06:15', 'size': '3.5', 'type': 'Loose', 'trigger': 'Ni', 'aspect': 'E', 'elevation': 2805, 'slab_width': None, 'slab_thickness': None}]",2 parties camped in crevassed area. Serac fall caused an avalanche which swept 1 climber into a slot,"[{'title': 'Family, friends mourn climber - ""It was his passion, what he loved""', 'source': 'The Province', 'url': '/public/legacy_doc/4fef2163-f8fd-41d3-a5db-a3ed58a9fdaf/970711_NewsPTheProv.pdf', 'date': ['1997-07-11']}, {'title': 'The Vancouver Sun - Deaths - Amendment', 'source': 'The Vancouver Sun', 'url': '/public/legacy_doc/a7595c97-1a99-4a71-a2cf-ec6e850e08ca/970712_VanSunNewsP.pdf', 'date': ['1997-07-12']}]",Mountaineering,9108ef20-370c-477d-85aa-2872e71a7e93,Mount Robson,"[357728.0, 5885591.0]",UTM 11 NAD83,"Robson North side, below Dome",,BC,1,1.0,0.0,1997-07-09,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': 8, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'OVC', 'precip': 'Nil'}","[-119.2319444, 53.0347222]"
211,211,"[{'observation_date': '1997-03-31 15:20', 'size': '3.0', 'type': 'Slab', 'trigger': 'Sy', 'aspect': 'N', 'elevation': 2030, 'slab_width': 136, 'slab_thickness': 120}, {'observation_date': '1997-03-31 15:20', 'size': '1.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'N', 'elevation': 2030, 'slab_width': 77, 'slab_thickness': 50}]",,[],Mechanized Skiing,3774737e-1755-4b86-b9ff-55b393e49384,Atlin - Mt Switzer,"[539142.0, 6578165.0]",UTM 8 NAD83,"Near Mt Switzer, 50 km SW of Atlin",2030.0,BC,2,0.0,3.0,1997-03-31,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -8, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'C', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}","[None, None]"
212,212,"[{'observation_date': '1997-03-30 14:34', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'W', 'elevation': 2560, 'slab_width': 300, 'slab_thickness': 200}]",,"[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/04f928f5-0182-4ff0-9e95-7e967a74315d/AlpineClubOfCanadaWriteup.pdf'}]",Snowmobiling,c8b2b86f-00a0-4055-ac38-061180cd556c,Lang Creek,"[483905.0, 5692215.0]",UTM 11 NAD83,"Lang Creek, 20km Northwest of Golden, BC",,BC,1,,1.0,1997-03-30,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-117.064167, 51.411389]"
213,213,"[{'observation_date': '1997-03-22 22:30', 'size': '3.5', 'type': 'Slab', 'trigger': 'Sy', 'aspect': 'SW', 'elevation': 2300, 'slab_width': 500, 'slab_thickness': 75}]","2 events: 1 triggered, 1 remotely propagated ran on MF crust. Propagated slide ran across tracks of group below, catching 2 skiers, carrying them down 200m over cliffs. Victims buried 4 and 6 m.","[{'title': 'Fax from CMH Banff - Marty Von Neudegg -', 'source': 'CMH Banff - Marty Von Neudegg', 'url': '/public/legacy_doc/20069857-6e58-40c9-b0a2-347d980ba6c1/970324_FaxfromCMHBanff.pdf', 'date': ['1997-03-24']}, {'title': '2 heli-skiers killed in slide north of Nakusp', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/919c8ea9-066e-4052-a366-88a76bb07313/970325_VanSun_News.pdf', 'date': ['1997-03-25']}]",Mechanized Skiing,7d1f4020-09a6-4c41-ac69-0283c252d60d,Mt Jowett,"[470849.0, 5618013.0]",UTM 11 NAD83,,2400.0,BC,2,0.0,2.0,1997-03-22,,"{'hs': 350, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -10, 'temp_max': -5, 'temp_min': -12, 'temp_trend': '', 'wind_speed': 'L', 'wind_dir': 'W', 'sky': 'BKN', 'precip': 'Nil'}","[-117.402778, 50.718334]"
214,214,"[{'observation_date': '1997-03-09 15:30', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SE', 'elevation': 1460, 'slab_width': 50, 'slab_thickness': 45}]","2 riders followed a single boarder down a slope. The pair triggered a slide. One escaped, the other buried. Slide near Coquihalla Hwy summit.","[{'title': 'Snowboarder killed by avalanche', 'source': 'The Vancouver Sun', 'url': '/public/legacy_doc/1624f2a4-d5a9-409a-979c-4dadcafcf8c3/970311_VanSunArticle.pdf', 'date': ['1997-03-11']}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/961e2e8c-f3a9-4936-9f22-e99b6e05d449/AlpineClubOfCanadaWriteup.pdf'}]",Backcountry Skiing,ba2011bb-48ca-46f9-8e68-48a1cb15c302,Mine Creek Gully,"[642110.0, 5505775.0]",UTM 10 NAD83,Coquihalla Summit Area,1460.0,BC,1,0.0,1.0,1997-03-09,"slab consisted of soft, newly deposited 1 F snow on a weak layer of facets and rimed crystals. This sits on a K crust","{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",high temps near freezing,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
215,215,"[{'observation_date': '1997-02-12 15:00', 'size': '1.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': '', 'elevation': None, 'slab_width': 100, 'slab_thickness': None}]","Whole Avalanche Comment Section
*** Avalanche related fatality. Three snowboarders crossed the boundary marker of Cypress Bowl resort. The first person down started a sz 1 avalanche in a gully she dropped into below the ridge. After a short run, the slide propagated a soft slab involving snow 50m on either side of the gully. Her two companions heard her yelling once the slide was over, but did not investigate. They both went to summon help from Cypress Bowl. Rescue personnel were on scene quickly, and found no-one at the deposit. Tracks were found leading from the deposit down a creek. The rescuers followed these and found the victim had fallen from a snow pillow on a log, and hit her head on rocks in the creek bed. It appears she died from head injuries and hypothermia. The slide occurred early afternoon 97-02-12, after 25cm of HST had fallen in 20 hrs. The storm continued, and a full avalanche cycle occurred at the resort, with the HST sliding on the CR of the previous surface on all aspects. The reporter stated there was isolated SH before the storm, but the interface was weak on south slopes also. HST was 50cm by 10:00 97-02-13. Control teams used ski cutting under lights to stabilize the area overnight 97-02-12, reporting easy releases whenever a slope was cut along the top, all aspects.","[{'title': 'Press Release (?) about Cypress Bowl OB fatality', 'source': 'Canadian Avalanche Centre - Evan Manners', 'url': '/public/legacy_doc/785d8da2-c491-4fd7-9163-0afdf7c23ec1/'}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/1800ec8a-1313-4902-8b4c-133e9bc214b1/AlpineClubOfCanadaWriteup.pdf'}, {'title': 'Cypress Bowl, B.C.- Second Snowboarder Fatality wi', 'source': 'SARNews', 'url': '/public/legacy_doc/8d2f7cd9-ea0d-4d66-bfe8-8448ebc8ca32/', 'date': ['1997-02-12']}]",Out-of-Bounds Skiing,fbf4b30b-a4b8-48f2-b9df-17b3c5fabbea,outside Cypress Bowl Ski Area,"[485400.0, 5472900.0]",UTM 10 NAD83,SW of Mount Strachan,1280.0,BC,1,0.0,0.0,1997-02-12,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
216,216,"[{'observation_date': '1997-02-02 13:00', 'size': '3.5', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'E', 'elevation': 2450, 'slab_width': 300, 'slab_thickness': 200}]","Person killed was seperated from group and tracks indicate he drove through open trees from valley bottom to about 2450m elev, turned around and was heading down when triggered sz 3.5 slide. Most of slide was off to side on open slope, but all of area in trees around person ran too. Rest of party noted person missing, found tracks and avalanche. Person not wearing beacon. Snowmobile on surface of debris. Person found by random probing 35m above snowmobile, in direct line between high tracks and machine. Slide sz 3.5 Va, slab, NE asp, incl 30 to 35 deg, 2400m elev, 100 to 300cm thck (200cm at trigger pt), 300m wd, approx 1000m lng (not reported), ran in FC (96-11-11) on CR. Burial time 1hr 45 min.","[{'title': 'Avalanche victim in high-risk area', 'source': 'Red Deer Advocate', 'url': '/public/legacy_doc/0d8147d0-fa33-4944-8877-1b0abfc76e4f/970205_RedDeerAdvocate.pdf', 'date': ['1997-02-05']}, {'title': 'Survivor: ""Accidents happen"" - riding isn\'t high risk, says friend of avalanche victim', 'source': 'Red Deer Advocate', 'url': '/public/legacy_doc/0e21bd2d-eca7-4b79-ab07-f1bbf2c5c8fc/970206_RedDeerAdvocate.pdf', 'date': ['1997-02-06']}]",Snowmobiling,3a9988f1-5350-4818-afc2-5f51dccd0ae0,Lang Creek,"[483900.0, 5690700.0]",UTM 11 NAD83,"20km Northwest of Golden, BC",,BC,1,0.0,1.0,1997-02-02,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-124.370556, 49.776111]"
217,217,"[{'observation_date': '1997-01-13 15:35', 'size': '3.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SW', 'elevation': 2500, 'slab_width': 100, 'slab_thickness': 100}]","Whole Avalanche Comment Section
***Heliskiing Involvement: 15:30hrs 97-01-13. Grp had been instructed to cross the slope one @ a time & ski the falline, guide & 6 guests had regrouped @ bottom after a sfce slab released while 7th skier skied slope. Guide was about to redirect remaining skiers on top, but 2 guests & the 2nd guide had already entered top of slope, deep slab released, carrying skiers over a cliff band. Run name Skiworld, Monashees; sz 3, 2500m, S asp, crwn depth from 0 to 170cm deep, ran on Nov FCs & DH in shallow areas.","[{'title': 'Avalanche warning received too late; Calgary man dies in Monashee avalanche', 'source': 'Canadian Press', 'url': '/public/legacy_doc/4be48722-869e-4ce1-9704-3dd1c7498b55/970121_NewsPap_CndPress.pdf', 'date': ['1997-01-21']}, {'title': 'Mike Wiegele Helicopter Skiing - Media Statement', 'source': 'Mike Wiegle Heliskiing', 'url': '/public/legacy_doc/a3d60b62-f756-4c21-b784-508022aea669/970114_MediaState_MWHeliski.pdf', 'date': ['1997-01-14']}]",Mechanized Skiing,50ff2846-bb70-4b6e-80f7-a3c8e042a7af,Bone Creek,"[368841.0, 5787372.0]",UTM 11 NAD83,MW ski run 'Ski World' near Blue River,2500.0,BC,2,1.0,3.0,1997-01-13,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-126.810278, 53.287222]"
218,218,"[{'observation_date': '1996-12-16', 'size': '3.0', 'type': 'Slab', 'trigger': 'Sy', 'aspect': 'NE', 'elevation': 2200, 'slab_width': 50, 'slab_thickness': 200}, {'observation_date': '1996-12-16 14:45', 'size': '2.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 2300, 'slab_width': 75, 'slab_thickness': 250}]","Some clients had already skied down, were waiting at bottom. Other clients sking down, one skied into an area contrary to guides instructions, snow depth 10cm where avalanche triggered. Slide class 2.0, 25 deg incline SZ. This avalanche involved 2 clients (partial burials). Class 3 Sr sympathetic release, incl 35 to 40, in area already skied, 50m wd, 30m lng, caught clients waiting at bottom (full burials, fatalities), 200 to 270cm deposit at burial zone. Two separate avalanches",[],Mechanized Skiing,25d07737-5f33-45e9-942d-4ef20337bb84,Phalanx Glacier,"[510695.0, 5550011.0]",UTM 10U NAD83,"Tyax, East of Blackcomb, North of Spearhead",2200.0,BC,3,1.0,3.0,1996-12-16,"Sympathetic release Size 3, 100m width.","{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -6, 'temp_max': -4, 'temp_min': -9, 'temp_trend': '', 'wind_speed': '', 'wind_dir': 'NE', 'sky': 'SCT', 'precip': 'Nil'}","[-122.856667, 50.103889]"
219,219,"[{'observation_date': '1996-12-12 16:30', 'size': '2.0', 'type': 'Slab', 'trigger': 'U', 'aspect': 'NW', 'elevation': 2300, 'slab_width': 30, 'slab_thickness': 70}]","(Yoho Park, McArther Pass) Size 2.0 SA 36 deg at crown, 32 deg average, 100m X 25M x 70cm failed on 4F layer above Nov cr. Profile done adjacent to accident site: RB 6 and mod to hard compression tests on failure layer. One fatality, lone ski tourer triggered slide from below in shallow area. Burial time approx 3 hrs  at 1m deep.","[{'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/67d7db3e-ee41-4b87-926b-919e00c4b694/AlpineClubOfCanadaWriteup.pdf'}]",Backcountry Skiing,5cd1353b-39ab-4793-9df5-44997d5b755f,Schaeffer Bowl,"[545600.0, 5688600.0]",UTM 11U NAD83,Lake OHara Area; first bowl on trail below Mount Schaeffer,,AB,1,0.0,0.0,1996-12-12,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -7, 'temp_max': -6, 'temp_min': -22, 'temp_trend': '', 'wind_speed': 'L', 'wind_dir': 'NW', 'sky': 'BKN', 'precip': 'Nil'}","[None, None]"
220,220,"[{'observation_date': '1996-12-04 13:00', 'size': '', 'type': 'Slab', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]"," Skier fatality on Wed in closed area; skier went over fracture line, slid on bed surface and fell over cliff.",[],Lift Skiing Closed,afdd38cf-5721-4a36-8167-025a953117d3,Whistler - Hanging Roll,"[502700.0, 5545400.0]",UTM 10 NAD83,Permanent avalanche closure,,BC,1,0.0,0.0,1996-12-03,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
221,221,"[{'observation_date': '1996-06-05 10:00', 'size': '2.0', 'type': 'Slab', 'trigger': 'U', 'aspect': 'E', 'elevation': 4100, 'slab_width': 20, 'slab_thickness': None}]",East Ridge,"[{'title': 'Mount Logan, Kluane National Park (p. 167)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/41692e0a-9dbb-47b4-b3ad-01ea48b0e6c8/AvalancheAccidentsV4.pdf'}]",Mountaineering,7f9a3849-6b8f-40e6-b8ba-b8934d0e4ac0,Mount Logan,"[535435.0, 6721719.0]",UTM 7 NAD83,,,YT,1,,1.0,1996-06-05,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
222,222,"[{'observation_date': '1996-05-17 12:45', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'W', 'elevation': 3120, 'slab_width': 90, 'slab_thickness': 50}]",,"[{'title': 'Mt. Cerebrus, Monarch Icefield, near Bella Coola (p. 164)', 'source': 'Jamieson and Geldsetzer (1996): Avalanche Accidents in Canada Volume 4: 1984-1996', 'url': '/public/legacy_doc/27d0e99d-b1e8-410b-9cff-2a2d5569c17d/AvalancheAccidentsV4.pdf'}, {'title': 'ACC Accident Write-up', 'source': 'Alpine Club of Canada Accident DB', 'url': '/public/legacy_doc/d44ac159-b3a8-42e6-bfed-f92211378338/AlpineClubOfCanadaWriteup.pdf'}]",Mountaineering,4fb30b73-c3e4-4d17-8129-0f5722c2e59d,Mount Cerebrus,"[693777.0, 5756986.0]",UTM 9 NAD83,"West Face, Monarch Icefield",,BC,3,,2.0,1996-05-17,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': -3, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': 'W', 'sky': 'OVC', 'precip': 'S1'}","[None, None]"
